mq2_ppm,mq7_ppm,mq135_ppm,mq303_ppm,mq136_ppm,temperature_c,humidity_pct,gas_class,notes
20.364043224866975,53.14040106519254,9.398660054990367,0.02284338365432364,0.25255280513096395,28.4924262044421,63.64931811559711,CO+MERCURY,CRT monitor heating while PCB burns nearby
20.959668453976718,53.5380684688588,9.607937939577479,0.023059651821178927,0.254820384178424,28.428505799965272,65.3231509128751,CO+MERCURY,CRT monitor heating while PCB burns nearby
21.734439013157264,52.41919030462403,9.974937611021826,0.022453837818310982,0.24798705314515634,28.413587893022363,64.4121418764282,CO+MERCURY,CRT monitor heating while PCB burns nearby
23.713976383394666,53.74733200605792,9.724020935036112,0.023436963245729858,0.24456308556922934,28.760748471692985,65.1129876664826,CO+MERCURY,CRT monitor heating while PCB burns nearby
14.795740793477183,7.977734783416061,31.28652772635009,0.005497323618653687,2.115457931717632,32.698729144142206,74.51590898355191,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.364731211975041,8.898627600121007,32.825590039010685,0.005902396532966326,2.115095514238363,32.56996601526934,74.46888951515604,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.364864430559642,8.042589454932514,30.368841748012,0.006165455724514487,2.1171423847438167,32.397692520250814,74.11482572821009,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.153329219324153,8.290994838542861,31.35902717139085,0.005717911421372407,1.9953527099135058,32.88089686608178,74.5503825980978,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.160016538984834,8.300292091358834,32.04190381437827,0.005813705701525255,2.1756012645100538,32.30324785234366,73.89298840051158,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.377313506564072,8.584746941191966,31.33780567413723,0.005822330839518402,2.0483886602212973,32.333169052593114,73.78011914963345,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.23967668184624,7.826309744674924,32.2630388033656,0.005800989880560249,2.1047877441300047,32.38436955869767,73.92353168469401,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.798378333997313,8.191131456570414,32.6108183836352,0.0062222037132268,2.0592698480633196,32.55005315650999,74.5209401805851,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.70233778386061,8.309271235267875,31.67987395942426,0.005824461150714326,2.1884142117759273,32.2216443929312,73.945889311879,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.597718688725692,8.640899543659144,33.627811697191774,0.005701367676938929,2.2028625490925595,32.366579038196086,74.97091236959633,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.465988503728301,8.639117865615955,31.590660991686107,0.005977336406356576,2.118565344366244,32.349024602285354,75.06922727117231,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.962695274493123,8.04395667665092,32.806525242585806,0.005813332664338965,2.1432314819733986,32.87702811386995,73.98971921938445,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.297462214768192,7.901273974224019,30.692057482737145,0.006256822096275235,2.184695939475311,32.79876116660663,74.41854648364318,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.28994067425544,8.49401847389632,30.515412798825555,0.006375116455875258,2.0633754884488953,32.46962122300462,75.00574446633993,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.678706161018177,8.058004718813164,33.17842291625119,0.005979562964339841,2.0539283274611564,32.576916238115246,73.80351492027927,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.118012092952362,7.750158647090544,32.93922947673519,0.006090494500774406,2.0198563743122815,32.51997699690252,74.1559740257382,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.528044329195126,8.956911696357274,30.33049554016872,0.00595220876653112,2.256722550674888,32.654501315376244,73.65577109087616,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.539656310671976,8.710358545690621,30.77161255800464,0.0056667006825373584,2.014665307750949,32.83525659247495,73.80869207282535,H2S+BENZENE,Li-ion rupture + plastic insulation melting
15.044088998340218,8.596367842947297,31.359166696856533,0.005632020710524297,2.0328505769695915,32.49960636097394,75.18276175898478,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.196661322183608,8.47783417659559,31.337089118281106,0.0059862132520302255,2.0574926291175895,32.67316316465019,73.95020468910789,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.098491406705334,8.19385195844216,31.29877660658044,0.005821525937341109,2.054045534187403,33.18593350403624,75.07896762510279,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.35109462952849,8.254088487808732,32.57084063446762,0.006102425315974262,2.151884353925979,32.427501489927025,74.76089331740609,H2S+BENZENE,Li-ion rupture + plastic insulation melting
13.889310922986262,8.489413658690893,32.90587113482619,0.006354671315020208,2.1104641618696047,32.72073056511499,74.95560359971229,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.915808686499627,8.207794199962997,31.024419162364545,0.006109158827926761,2.16194542494385,32.60358234576721,74.22087018221319,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.478509473688813,8.02432172334725,32.45716168483492,0.005977998433631989,2.0911827310563544,32.7136908260191,74.922377005269,H2S+BENZENE,Li-ion rupture + plastic insulation melting
13.86567006040088,8.296516253866649,31.843968961475944,0.006003960221712347,2.283041397295173,32.825975942532736,75.17706317770156,H2S+BENZENE,Li-ion rupture + plastic insulation melting
13.907173985319568,8.165670964119656,30.75728964538034,0.005307805491565265,2.115221075292066,32.7520749449338,74.06724491411666,H2S+BENZENE,Li-ion rupture + plastic insulation melting
13.778233241385163,8.101870018646501,31.838986464402183,0.006101462647892604,2.129793750242408,32.81426947267822,74.32422053220449,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.677324216247804,8.141354275460145,28.297033715412745,0.005772152290466442,2.1927973791385384,32.17737596949186,74.2993777593352,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.269545480314271,8.569439004552061,33.5235149049062,0.005974732940933132,2.0956757635681136,32.60154166186316,74.25376205102216,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.372495251399316,8.373468653226013,30.81280115956567,0.006236666051578178,2.0731490127958643,32.686988402242044,73.57211873024649,H2S+BENZENE,Li-ion rupture + plastic insulation melting
13.461317108954594,8.233265151801922,33.1888987189745,0.005914734117311181,2.202583311405357,32.27625154733162,75.38813564781407,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.461201254750856,8.347173738888733,30.714144347911287,0.006178738921654904,2.111063141317592,32.509982332979206,75.38992539152828,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.335281966493989,8.091070088212126,29.820103965458866,0.0060894131108132354,2.200623901956312,32.63438335889508,74.11258662462737,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.703187667491974,8.581363167361722,31.466479575051647,0.005889361080966681,2.1502810961285794,32.572471289950016,74.35381327392457,H2S+BENZENE,Li-ion rupture + plastic insulation melting
13.959790213103982,8.389925173646239,30.23821310057055,0.006434204619017416,2.041152944570949,32.98461577756242,73.60704794847331,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.423370283566904,8.649402827645218,29.602359404213598,0.006138359092057257,2.2261878080001316,32.458473820781435,74.99536548064734,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.005350321218321,8.166659813844031,32.55049044934062,0.005635131975324889,2.268718421091002,32.66730112185974,74.52458366498709,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.48095781048327,8.136493907323697,31.938421371435457,0.0056676515239282976,2.047636346665612,32.88924069904358,74.10465550530357,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.33262920244418,8.565545548697708,31.494873049051222,0.00584792278636246,2.1693318323267996,32.542197734539634,74.50109398326114,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.209084960125766,8.498996643486844,30.77158484564446,0.006063673858816917,2.0664444836752764,32.54652203967101,73.99131618413226,H2S+BENZENE,Li-ion rupture + plastic insulation melting
13.997775237755675,8.49558524421878,31.787164127827516,0.0059971680320460765,2.1181711433048953,33.12433185892292,74.54048139787767,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.216730949249417,8.429232200661373,31.4090825778338,0.0063206313754279545,2.0344154152216816,32.63368120101755,74.13439476169064,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.191435637485949,8.658544372527032,32.48998759711184,0.006137494511712218,2.3180566053331555,32.830377616286626,74.41509445895616,H2S+BENZENE,Li-ion rupture + plastic insulation melting
13.853163877074287,8.383821577026058,31.924718606950464,0.0058554585253689905,2.2155385769690974,32.95757710409304,74.18166820421843,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.755204783189676,8.128269960195492,31.34430766481917,0.005952447763130101,2.2156417471627714,32.401343718282426,74.08578660224235,H2S+BENZENE,Li-ion rupture + plastic insulation melting
13.848435508944725,8.029978500370566,31.668962589524845,0.0062620308667045415,2.0297494900459183,32.22287070630382,74.41186869499164,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.098723466166948,7.707636092816248,31.520470829379153,0.006329954913101012,2.127713961912023,32.605190821871446,74.30269214156013,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.396110751371989,8.363181794885673,31.304282128404676,0.00560638955176283,2.1377591138669083,33.02415978021148,74.38884080669649,H2S+BENZENE,Li-ion rupture + plastic insulation melting
13.817576005105506,8.189528015223384,32.07318848594953,0.005556400656445816,2.1812495922997788,32.28369884841143,74.14746525520268,H2S+BENZENE,Li-ion rupture + plastic insulation melting
13.900925161245969,8.35200845906264,32.773120267676354,0.0059751132433771975,2.1505184489297378,32.61045867068115,74.27523073053499,H2S+BENZENE,Li-ion rupture + plastic insulation melting
13.690054122385314,8.060813266728555,31.58347754513899,0.005828923093376673,2.0524194279314516,32.50341704008286,73.15721238299133,H2S+BENZENE,Li-ion rupture + plastic insulation melting
13.724443079418473,8.404956929072618,31.1271641893756,0.0059513232566795506,2.0431766664422204,32.62057529353416,74.22568720022514,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.365380693654906,8.348380857735622,30.708413141854113,0.006322066787517031,2.0165999140492654,32.60150680371738,74.35952285146418,H2S+BENZENE,Li-ion rupture + plastic insulation melting
13.95076030151559,8.75534016328728,32.23419482955049,0.006170966859435574,2.0694976426040275,32.52625118745661,73.83854678911388,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.32920349697682,8.286350830916627,31.397965493594132,0.005773321344568235,2.0843134606925164,32.6368811275709,73.97514734072139,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.209918576486894,8.025436903304813,29.762148736365795,0.00601748872279295,2.1447003110246183,32.959536778616076,74.19050485886694,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.158929433641962,7.87624049710189,31.282863995476262,0.006033376245160648,1.992848811008679,32.6182706130977,74.59070877602068,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.218132340767696,7.961473233963171,31.212664260613224,0.006430842223869034,2.2137300334763776,33.00902189064715,74.25777879733893,H2S+BENZENE,Li-ion rupture + plastic insulation melting
14.136973359989106,7.8401081313085434,31.40821183914188,0.0058871939129003445,2.0213538123527797,32.83404322749861,74.48616264652472,H2S+BENZENE,Li-ion rupture + plastic insulation melting
22.50549917702405,44.01840437060866,35.42378235838252,0.00440266559860873,0.31304996084611847,28.72715361797116,67.34610712968292,AMMONIA+CO,NiCd battery decomposing + PCB combustion
22.670904280731886,44.9125933647387,36.22649306188586,0.004235100845409149,0.3066797298185623,28.61275743528636,66.93380458657847,AMMONIA+CO,NiCd battery decomposing + PCB combustion
21.301084995185846,45.40359842027934,36.12120725528783,0.00454190741354202,0.31996284767311034,28.708762618088606,67.21171168703304,AMMONIA+CO,NiCd battery decomposing + PCB combustion
22.71125407350298,45.270018175219626,34.83170835206848,0.0045018553222202495,0.3042484519279506,28.397759395221684,67.53538861271373,AMMONIA+CO,NiCd battery decomposing + PCB combustion
21.10461162484603,46.330647791873496,35.67028418349555,0.004426309012590031,0.3066792879923685,29.1856123248242,67.57119946634683,AMMONIA+CO,NiCd battery decomposing + PCB combustion
21.21125737312491,48.11929597778709,33.94504663651905,0.004320641241203182,0.2843917741061929,28.695938277109793,65.88223062502098,AMMONIA+CO,NiCd battery decomposing + PCB combustion
20.513480144821877,44.36586507004447,33.21651013630574,0.004348853912222626,0.29177619885700035,28.74712214393091,66.90587202430234,AMMONIA+CO,NiCd battery decomposing + PCB combustion
21.458022807289026,44.563439705662525,37.66962795207749,0.004579646439399189,0.2937844737003148,28.920027403024516,65.59282198326292,AMMONIA+CO,NiCd battery decomposing + PCB combustion
21.064012933691213,45.603677688962634,35.15025552717182,0.004205261074021836,0.30784391749542817,28.752125744654272,66.35657487640071,AMMONIA+CO,NiCd battery decomposing + PCB combustion
22.074954258063705,44.66150521227571,35.66039677040614,0.004699209363490399,0.2993106876728604,28.82570651406726,66.65215974642788,AMMONIA+CO,NiCd battery decomposing + PCB combustion
22.157465293250866,44.012298611461105,35.095600375363425,0.0045375952564770325,0.2866385171886387,28.41055068671951,66.57776313652252,AMMONIA+CO,NiCd battery decomposing + PCB combustion
21.205117593406904,48.26329785121658,34.84204467141044,0.004483303490771096,0.2958474529216482,28.729479375623363,66.87887211062016,AMMONIA+CO,NiCd battery decomposing + PCB combustion
21.301777462161308,46.56967628450398,34.510341771647504,0.004501398934223414,0.3007618573634345,28.563881539877254,66.73205501564925,AMMONIA+CO,NiCd battery decomposing + PCB combustion
22.23723392257139,47.58980940614083,35.43234323563644,0.004704251661836375,0.28450834493388105,29.10391609863202,66.29905531365347,AMMONIA+CO,NiCd battery decomposing + PCB combustion
21.88640279680414,45.90553473982967,34.977635346625945,0.004176268984377026,0.31282943452595846,28.584733193138195,67.77177855312411,AMMONIA+CO,NiCd battery decomposing + PCB combustion
21.978245896833947,47.071744505108995,36.70870098780471,0.004621043409716514,0.3152697545095836,28.662820655998097,66.68829818885754,AMMONIA+CO,NiCd battery decomposing + PCB combustion
22.268022208721987,45.45930775972879,35.864178899382864,0.00457811490151531,0.2949154139937572,28.789035369200928,66.31023829589626,AMMONIA+CO,NiCd battery decomposing + PCB combustion
22.214517751148982,45.31184191875571,35.647454282549,0.004622808219310127,0.29228181414784105,28.199760467787854,66.2986454378942,AMMONIA+CO,NiCd battery decomposing + PCB combustion
21.447665889727563,46.00621480457838,35.39930779172552,0.004303149005498325,0.2955054980446878,28.69034360193411,67.52727719673811,AMMONIA+CO,NiCd battery decomposing + PCB combustion
20.571769157187994,42.07054398658707,35.17636647606338,0.0045993568211199765,0.2896324757848445,28.40661200205379,67.39707672952672,AMMONIA+CO,NiCd battery decomposing + PCB combustion
19.828921159769358,44.29388640752636,34.47089928931133,0.004291020892350981,0.2968852816898709,28.66671914062617,65.89364273876694,AMMONIA+CO,NiCd battery decomposing + PCB combustion
22.396050379430108,45.82116257616123,37.766106020233806,0.004134140349661831,0.3083611741288299,28.577975594924382,65.71984290877738,AMMONIA+CO,NiCd battery decomposing + PCB combustion
21.017056375197,47.88368066167361,34.13272147684466,0.004773598958718943,0.29544153956146046,28.57599206700784,66.30691459911162,AMMONIA+CO,NiCd battery decomposing + PCB combustion
21.62675007442716,47.455079388702046,35.783235160850715,0.004327255974515764,0.29218905271033024,29.098165515238755,67.27295188545139,AMMONIA+CO,NiCd battery decomposing + PCB combustion
21.41002707211055,45.87564667185011,35.750278191827924,0.004393213428814923,0.29040888630096706,28.516467190545875,67.33878310670379,AMMONIA+CO,NiCd battery decomposing + PCB combustion
21.081576046623148,45.55869468637576,34.5253152556167,0.0046933190806419615,0.27103677729445574,28.79790945594891,66.76670036465224,AMMONIA+CO,NiCd battery decomposing + PCB combustion
21.324257838197223,43.56073448753675,35.21592566505986,0.00463811515928343,0.2987810022618641,28.679573026487894,66.84641958658858,AMMONIA+CO,NiCd battery decomposing + PCB combustion
20.45790801995257,44.67869704952061,35.5033429051461,0.00427016878639478,0.28899876658696644,28.816716636804124,65.16126300648506,AMMONIA+CO,NiCd battery decomposing + PCB combustion
21.657106351853862,45.77247339779607,35.28879982978114,0.004705246917535915,0.2821253561425744,28.802755157945697,67.12556910958673,AMMONIA+CO,NiCd battery decomposing + PCB combustion
21.8067504731575,46.58840447757944,37.12297380036371,0.004090131431909687,0.3110258115043629,28.26215895887812,66.74243448153682,AMMONIA+CO,NiCd battery decomposing + PCB combustion
20.87224993562731,44.36973028267516,37.379768922742066,0.004137135746426521,0.2962646187367566,28.666573135614897,65.74610888186108,AMMONIA+CO,NiCd battery decomposing + PCB combustion
21.294002631838655,46.26658396830725,36.24028663148281,0.004282459914956853,0.3250671111464286,28.750421661409348,66.71383156406864,AMMONIA+CO,NiCd battery decomposing + PCB combustion
22.105543422135376,42.240165876037516,34.6208519317477,0.004420952048029378,0.2851815061700229,28.729798409228085,67.0823412674133,AMMONIA+CO,NiCd battery decomposing + PCB combustion
22.063916547901673,46.54096503204518,35.35455630744971,0.0044372177890753695,0.290641651044535,28.530433788011905,65.98078908393478,AMMONIA+CO,NiCd battery decomposing + PCB combustion
21.84804198123463,45.404752177642784,36.94669774694742,0.004466657696670736,0.30127710886799963,28.935307230281946,66.59787572461812,AMMONIA+CO,NiCd battery decomposing + PCB combustion
20.27615069548127,45.2093891195962,34.10572767572946,0.0044548196258236365,0.29252619572666516,28.932448115059195,67.12943314083421,AMMONIA+CO,NiCd battery decomposing + PCB combustion
20.029437517529487,45.903130619626694,35.87883871998989,0.004249012888208672,0.3082358395586602,28.732797375712614,65.65657196722448,AMMONIA+CO,NiCd battery decomposing + PCB combustion
21.18264301845638,44.5105843625626,34.45511903222253,0.004514104596816287,0.3191931253406515,28.75377195590209,65.4813783814327,AMMONIA+CO,NiCd battery decomposing + PCB combustion
22.498421720434,47.56111205545355,37.3951862837465,0.004582664211089853,0.3026077937206747,28.392796904901928,65.3355480357925,AMMONIA+CO,NiCd battery decomposing + PCB combustion
22.352597720649594,47.06882903188075,35.942876740127524,0.004362307051817128,0.31054033552994675,28.7609788625712,67.63191326548272,AMMONIA+CO,NiCd battery decomposing + PCB combustion
21.133177920836708,47.10092086679856,34.90897876411583,0.004525244793063751,0.29186367456317625,28.346079270258954,66.5292448365702,AMMONIA+CO,NiCd battery decomposing + PCB combustion
21.016509772000315,43.64276206494132,35.058353257955396,0.004459949155538705,0.2873640212004821,28.555799904127632,66.27215036418845,AMMONIA+CO,NiCd battery decomposing + PCB combustion
21.2849034922506,45.10877345592471,34.6810427144506,0.004556823118091256,0.28803167786989187,28.472316751676452,66.9985586855154,AMMONIA+CO,NiCd battery decomposing + PCB combustion
21.50625682705227,46.31713892628438,37.067389022154345,0.004590322166994296,0.28190253023927914,28.90350321269178,66.23707694769175,AMMONIA+CO,NiCd battery decomposing + PCB combustion
21.414763024650156,46.24684699283082,35.65550957004983,0.0044553030670776445,0.29224362364748724,29.073611972732714,65.65890771385949,AMMONIA+CO,NiCd battery decomposing + PCB combustion
22.336537582474527,45.07158460827192,36.70006632870764,0.00414894575913232,0.31626425542805975,28.538638660698,66.22963097774834,AMMONIA+CO,NiCd battery decomposing + PCB combustion
21.745682929762093,46.859313530501225,36.34415770313942,0.004184305554871004,0.3104083097499276,28.56295086981352,67.17151333418592,AMMONIA+CO,NiCd battery decomposing + PCB combustion
22.513550390497,47.39558596344482,36.148665717318806,0.004254289603312687,0.29095349747270016,28.758945478583527,66.57550522567385,AMMONIA+CO,NiCd battery decomposing + PCB combustion
22.829001564055268,45.08060531932027,35.94936768068886,0.004710882417337389,0.3109312026239245,28.79529750658609,66.62741075103615,AMMONIA+CO,NiCd battery decomposing + PCB combustion
21.35725538420068,45.90196585504954,36.26280042457027,0.004546650045885778,0.2752772399129697,28.33435103065312,67.14330961247248,AMMONIA+CO,NiCd battery decomposing + PCB combustion
21.178989278855568,47.646630425856934,34.98454320226372,0.0042030771168832404,0.2988142119281755,28.951550411571855,66.67217441063286,AMMONIA+CO,NiCd battery decomposing + PCB combustion
21.73929531609886,44.95003732501268,36.57102183713409,0.004427562635184384,0.30000885212063566,28.042174871965198,66.90309796082715,AMMONIA+CO,NiCd battery decomposing + PCB combustion
22.971833888857773,45.23609733577433,35.21323242652113,0.004504902294247428,0.2939279218914591,28.959720597970676,66.73630793163831,AMMONIA+CO,NiCd battery decomposing + PCB combustion
21.69747976916602,46.641281085459255,35.93389386128956,0.004483956151045217,0.28616174980803577,29.069744321550914,65.73150468602917,AMMONIA+CO,NiCd battery decomposing + PCB combustion
21.442652950626428,44.3684495058776,36.69207850281613,0.004292976268356181,0.29037432279944575,28.4306754697647,66.97627252749882,AMMONIA+CO,NiCd battery decomposing + PCB combustion
22.67086304109067,45.96854571279192,36.46830607767593,0.004280315675699739,0.28611336539358323,28.727134364141218,67.06240118466107,AMMONIA+CO,NiCd battery decomposing + PCB combustion
22.32955611370631,46.332951620221834,37.120603758042996,0.004388406544208394,0.3081832060836776,28.94303545978103,66.8630178808967,AMMONIA+CO,NiCd battery decomposing + PCB combustion
19.706575212682914,46.07371841438661,36.51550284970982,0.00473187318138921,0.3013753592086477,28.506143055866918,66.50506153064526,AMMONIA+CO,NiCd battery decomposing + PCB combustion
22.066431019963296,46.58998092834057,36.110251616084014,0.004488283799923033,0.29858025902745744,28.87012938956286,65.83228352854253,AMMONIA+CO,NiCd battery decomposing + PCB combustion
21.532951583627213,44.774872004115885,34.96704325103233,0.004158220932670358,0.32155697594564403,28.571571501941328,66.80525194878449,AMMONIA+CO,NiCd battery decomposing + PCB combustion
12.081175011585735,7.097953239600815,41.30406219538829,0.004816336842509818,1.9866301723262512,32.40854894258874,74.22417545417653,AMMONIA+H2S,Mixed battery types decomposing together
11.899433092904896,6.711733407338773,40.2451941961566,0.0051935760201746155,2.03557880544704,31.704134715285093,74.86823446197648,AMMONIA+H2S,Mixed battery types decomposing together
11.722365687584164,6.859140416764806,39.823159364041196,0.004516118647524006,2.122786042551186,32.38928198332094,74.75139518942501,AMMONIA+H2S,Mixed battery types decomposing together
12.024486964807995,6.79877629594348,39.83183632305564,0.004699272442118964,2.0017921040347693,32.43841492977036,75.54320925055197,AMMONIA+H2S,Mixed battery types decomposing together
12.768135008569535,6.644799416259735,41.16826543316598,0.004761057666905008,2.126758203969753,32.362534150525384,74.20608986323477,AMMONIA+H2S,Mixed battery types decomposing together
12.542212934359835,6.798079369463586,40.98518656982826,0.004748772846441726,2.0562804150622607,32.382182894876394,74.56923957430242,AMMONIA+H2S,Mixed battery types decomposing together
13.116414037149701,6.997413008324969,37.99193970329455,0.004857393589427437,2.2381991847929914,32.49304123927631,73.63803079453481,AMMONIA+H2S,Mixed battery types decomposing together
12.2169495569504,6.820288851427196,39.8818821793966,0.004716116022833292,2.023301129167644,32.46533836383404,75.04843402151192,AMMONIA+H2S,Mixed battery types decomposing together
12.27186069426272,7.010824682770699,39.95079450232274,0.004588956512613002,2.091498979841586,32.44471998133254,74.39714453489884,AMMONIA+H2S,Mixed battery types decomposing together
12.225808608560794,6.96072592104273,40.67855832915734,0.004653811624805973,1.9774324376311554,32.104748090586476,74.65209513132871,AMMONIA+H2S,Mixed battery types decomposing together
12.165836375621254,6.6674301403651,39.13860236956188,0.004686239958934298,2.1736878469201666,32.58009493102408,74.6091138698144,AMMONIA+H2S,Mixed battery types decomposing together
12.164942280489765,6.945904547998719,41.839794018205126,0.004791650539337671,2.0441749334964445,32.45072072834225,75.75564363921848,AMMONIA+H2S,Mixed battery types decomposing together
12.196214170734264,6.791829142524945,41.84952478213765,0.004678242777871903,1.978883284181394,32.58209574795927,74.56216332240184,AMMONIA+H2S,Mixed battery types decomposing together
12.524883839461253,6.717617467572174,42.58741877114145,0.0049632063661352605,2.134042552069242,32.02507423308557,74.38542879857646,AMMONIA+H2S,Mixed battery types decomposing together
12.435952139418713,6.918863832080122,40.329213794379825,0.0047231659591037475,2.1491944611931793,31.988739470320457,75.04043138638065,AMMONIA+H2S,Mixed battery types decomposing together
12.840102006676677,6.861405708610034,38.944119016514904,0.004449674460603368,2.120951328632213,32.01038678416171,75.53593242486582,AMMONIA+H2S,Mixed battery types decomposing together
12.683557214283166,7.107912741636034,40.262169944617064,0.004712945238188685,2.0669229378744416,32.868274764374675,74.30743906627532,AMMONIA+H2S,Mixed battery types decomposing together
12.449123895236264,6.816234144916194,40.02150856751234,0.004655022337378195,2.041177451566585,32.44073607636618,75.35804469947328,AMMONIA+H2S,Mixed battery types decomposing together
12.500787568359815,6.7649665001375485,40.39644647305114,0.004709476780005462,1.929529868652964,33.0474856594876,74.69706843165702,AMMONIA+H2S,Mixed battery types decomposing together
12.26044637197018,6.842882183039034,42.24528746648772,0.00501869414767841,2.0058234895759317,32.77697587966486,75.29328018573028,AMMONIA+H2S,Mixed battery types decomposing together
12.560553853156275,6.668853330545363,40.202836118038945,0.004781055169848196,2.102784380936268,32.53172556707189,73.70417910910462,AMMONIA+H2S,Mixed battery types decomposing together
12.290827638954834,6.5575989654625015,41.01589503512271,0.0048614796572699175,2.0521581223072567,32.16831181267003,74.97334936258096,AMMONIA+H2S,Mixed battery types decomposing together
12.448517959238178,6.878671477667838,39.25535657053368,0.0047940660264128715,2.184750747620143,31.76579700692558,74.97048416584934,AMMONIA+H2S,Mixed battery types decomposing together
12.351952090978664,6.344821952097211,41.39235444054317,0.004846195536709234,2.1956689546019628,32.33939030183255,74.82178860575848,AMMONIA+H2S,Mixed battery types decomposing together
12.673690044329042,6.667759028860922,39.59063137243822,0.004672062680381414,2.081935154479227,32.18406154499184,74.98537390029269,AMMONIA+H2S,Mixed battery types decomposing together
12.228690538891476,7.057524523376483,40.50495692121163,0.004494258347727754,2.0349518985222423,32.31940707494172,75.70456659331401,AMMONIA+H2S,Mixed battery types decomposing together
12.739047655989674,6.748812140626496,40.18530449744183,0.004603851512643612,2.073912588970168,32.34995572419557,75.2016873106375,AMMONIA+H2S,Mixed battery types decomposing together
12.283134400134792,6.67597293340053,39.74404675420322,0.004910766295940082,2.1028268030686204,32.533807259382684,75.16102460240317,AMMONIA+H2S,Mixed battery types decomposing together
12.39801811037665,6.759860405447488,39.12347507336078,0.004767198003526545,2.0712459426652,32.99196382967452,74.92132130946587,AMMONIA+H2S,Mixed battery types decomposing together
12.161673403669871,6.872340095887882,39.8386641188991,0.004529059338352855,1.9334999100197363,31.964994783758037,74.62611781506924,AMMONIA+H2S,Mixed battery types decomposing together
12.525693573377088,6.5969561195754265,40.46508458779391,0.004743585850380991,2.075530041626782,31.931989725727277,74.53951979218789,AMMONIA+H2S,Mixed battery types decomposing together
11.897429069607917,6.760210294375447,41.7029370376122,0.005006919924745798,2.122417431638037,32.63322767638447,74.57505293142498,AMMONIA+H2S,Mixed battery types decomposing together
12.256823083987292,6.873523943464782,40.46613435657265,0.0046199195855187915,1.9776778572918625,32.62370612104042,75.03177499747014,AMMONIA+H2S,Mixed battery types decomposing together
12.526597073588574,6.914834126382225,43.81028984637136,0.0045611056040811525,2.0455236719109324,32.388921432892474,75.53161537829473,AMMONIA+H2S,Mixed battery types decomposing together
12.186030859358578,7.18948987860496,40.62440110410714,0.004792024749472965,1.9515383054616766,32.2076895608955,75.31110768466621,AMMONIA+H2S,Mixed battery types decomposing together
12.084251068365315,6.473410949797186,40.2102075013278,0.0047748461629391874,2.0029057434489825,32.058379489753804,74.70040773733419,AMMONIA+H2S,Mixed battery types decomposing together
13.128497716561878,6.4848981232346095,41.762460440233745,0.004681563186659689,2.1145070126509777,32.16668177323241,75.28682488796917,AMMONIA+H2S,Mixed battery types decomposing together
12.306285846786974,6.6507120699565,39.91189175114743,0.0047745086369581965,2.1463742360702214,32.63163988722669,75.77181843061163,AMMONIA+H2S,Mixed battery types decomposing together
12.104602211518216,6.614707696823368,41.86607159158812,0.004856116207474656,2.1107849506198524,32.369653792722005,75.40239348245166,AMMONIA+H2S,Mixed battery types decomposing together
12.434499395616424,6.560062931734858,39.52814520810939,0.004520398932621208,2.049721230348818,32.479457305714874,74.51706612112555,AMMONIA+H2S,Mixed battery types decomposing together
